num,tokens
786,"['german', 'jobless', 'rate', 'new', 'record', '5.2', 'million', 'german', 'work', 'february', 'new', 'figure', 'show', 'figure', '5.216', 'million', 'people', '12.6', '%', 'working-age', 'population', 'high', 'jobless', 'rate', 'europe', 'big', 'economy', 'since', '1930s', 'news', 'come', 'head', 'germany', 'panel', 'government', 'economic', 'adviser', 'predict', 'growth', 'would', 'stagnate', 'speak', 'german', 'tv', 'bert', 'ruerup', 'say', 'panel', 'earlier', 'forecast', '1.4', '%', 'optimistic', 'warn', 'growth', 'would', '1', '%', '2005.', 'german', 'government', 'try', 'tackle', 'stubbornly-high', 'level', 'joblessness', 'range', 'labour', 'market', 'reform', 'centre', 'hartz-iv', 'programme', 'introduce', 'January', 'shake', 'welfare', 'benefit', 'push', 'people', 'back', 'work', 'even', 'job', 'heavily', 'subsidise', 'late', 'unemployment', 'figure', 'look', 'set', 'increase', 'pressure', 'government', 'widely', 'leak', 'german', 'newspaper', 'day', 'advance', 'produce', 'scream', 'headline', 'criticise', 'chancellor', 'gerhard', 'schroeder', 'social', 'democrat-green', 'party', 'administration', 'Mr', 'schroeder', 'originally', 'come', 'office', 'promise', 'halve', 'unemployment', 'still', 'measure', 'suggest', 'picture', 'quite', 'bleak', 'soar', 'official', 'unemployment', 'figure', 'follow', 'change', 'methodology', 'push', 'jobless', 'rate', '500', '000', 'January', 'adjust', 'seasonal', 'change', 'overall', 'unemployment', 'rate', '4.875', 'million', 'people', '11.7', '%', '0.3', 'percentage', 'point', 'previous', 'month', 'use', 'internationally-accepted', 'methodology', 'international', 'labour', 'organisation', 'ilo', 'germany', '3.97', 'million', 'people', 'work', 'January', 'ilo-based', 'figure', 'also', 'suggest', '14', '000', 'new', 'net', 'job', 'create', 'month', 'take', 'number', 'people', 'employ', '38.9', 'million', 'ilo', 'define', 'unemployed', 'person', 'someone', 'previous', 'four', 'week', 'actively', 'look', 'work', 'could', 'take', 'immediately']"
787,"['lse', 'set', 'date', 'takeover', 'deal', 'london', 'stock', 'exchange', 'lse', 'plan', 'announce', 'preferred', 'takeover', 'end', 'month', 'newspaper', 'report', 'claim', 'Sunday', 'telegraph', 'say', 'lse', 'plan', 'evidence', 'want', 'retain', 'tight', 'control', 'destiny', 'deutsche', 'boerse', 'rival', 'euronext', 'hold', 'talk', 'london', 'market', 'last', 'week', 'possible', 'offer', '¬', '£', '1.3bn', 'offer', 'deutsche', 'boerse', 'already', 'reject', 'euronext', 'say', 'make', 'cash', 'bid', 'speculation', 'suggest', 'Paris-based', 'euronext', 'facility', 'place', 'make', 'bid', '¬', '£', '1.4bn', 'german', 'rival', 'may', 'bid', '¬', '£', '1.5bn', 'mark', 'neither', 'yet', 'table', 'formal', 'bid', 'lse', 'expect', 'hold', 'talk', 'two', 'party', 'later', 'week', 'however', 'Sunday', 'telegraph', 'report', 'add', 'sign', 'deutsche', 'boerse', 'chief', 'executive', 'werner', 'seifert', 'become', 'increasingly', 'impatient', 'lse', 'manage', 'bid', 'process', 'despite', 'insist', 'want', 'agree', 'recommended', 'deal', 'lse', 'board', 'newspaper', 'suggest', 'may', 'pull', 'process', 'put', 'offer', 'directly', 'shareholder', 'instead', 'newspaper', 'also', 'claim', 'Mr', 'seifert', 'become', 'increasingly', 'frustrate', 'pace', 'negotiation', 'since', 'deutsche', 'boerse', '¬', '£', '1.3bn', 'offer', 'reject', 'mid-december', 'particular', 'lse', 'decision', 'suspend', 'talk', 'christmas', 'period', 'meanwhile', 'german', 'exchange', 'offer', 'come', 'fire', 'recently', 'union', 'deutsche', 'boerse', 'staff', 'frankfurt', 'reportedly', 'express', 'fear', '300', 'job', 'would', 'move', 'london', 'takeover', 'successful', 'claim', 'weaken', 'city', 'status', 'europe', 'financial', 'centre', 'german', 'politician', 'also', 'say', 'angry', 'market', 'operator', 'promise', 'move', 'headquarters', 'london', 'bid', 'successful', 'stumbling', 'block', 'deutsche', 'boerse', 'control', 'clearstream', 'unit', 'clearing', 'house', 'process', 'security', 'transaction', 'lse', 'shareholder', 'fear', 'would', 'create', 'monopoly', 'situation', 'weaken', 'position', 'shareholder', 'negotiate', 'low', 'transaction', 'fee', 'share', 'dealings', 'lse', 'euronext', 'control', 'clearing', 'settlement', 'operation', 'situation', 'critic', 'say', 'transparent', 'competitive']"
788,"['virus', 'pose', 'Christmas', 'e-mail', 'security', 'firm', 'warn', 'window', 'virus', 'disguise', 'electronic', 'christmas', 'card', 'zafi.d', '.', 'virus', 'translate', 'christmas', 'greet', 'subject', 'line', 'language', 'person', 'receive', 'infected', 'e-mail', 'anti-virus', 'firm', 'speculate', 'multilingual', 'ability', 'help', 'malicious', 'program', 'spread', 'widely', 'online', 'anti-virus', 'firm', 'sophos', 'say', '10', '%', 'e-mail', 'currently', 'net', 'infect', 'zafi', 'virus', 'like', 'many', 'window', 'virus', 'zafi-d', 'plunder', 'microsoft', 'outlook', 'e-mail', 'address', 'use', 'mail-sending', 'software', 'despatch', 'across', 'web', 'new', 'victim', 'infected', 'user', 'must', 'open', 'attachment', 'travel', 'message', 'bear', 'code', 'malicious', 'bug', 'attachment', 'e-mail', 'pose', 'electronic', 'christmas', 'card', 'anyone', 'opening', 'simply', 'get', 'crude', 'image', 'two', 'smiley', 'face', 'virus', 'subject', 'line', 'say', 'merry', 'christmas', 'translate', 'one', '15', 'language', 'depend', 'final', 'suffix', 'e-mail', 'address', 'infected', 'message', 'send', 'message', 'body', 'e-mail', 'read', ':', 'happy', 'holiday', 'translate', 'infected', 'machine', 'virus', 'try', 'disable', 'anti-virus', 'firewall', 'software', 'open', 'backdoor', 'pc', 'hand', 'control', 'writer', 'virus', 'virus', 'think', 'spread', 'widely', 'south', 'america', 'italy', 'spain', 'bulgaria', 'hungary', 'original', 'zafi', 'virus', 'appear', 'april', 'year', 'see', 'hoax', 'several', 'Christmas', 'already', 'personally', 'prefer', 'traditional', 'pen', 'paper', 'card', 'recommend', 'client', 'say', 'Mikko', 'hypponen', 'head', 'f-secure', 'anti-virus', 'team']"
789,"['parker', 'miss', 'england', 'clash', 'tom', 'shanklin', 'start', 'centre', 'wale', 'england', 'cardiff', 'Saturday', 'sonny', 'parker', 'fail', 'recover', 'trapped', 'neck', 'nerve', 'shanklin', 'first-choice', 'wing', 'autumn', 'test', 'prefer', 'centre', 'face', 'england', 'debutant', 'mathew', 'tait', 'dragon', 'three-quarter', 'hal', 'luscombe', 'take', 'shanklin', 'wing', 'berth', 'front', 'mefin', 'davies', 'play', 'hooker', 'open-side', 'Martyn', 'Williams', 'fit', 'start', 'lock', 'rob', 'sidoli', 'replace', 'veteran', 'Gareth', 'Llewellyn', 'davies', 'win', 'vote', 'ahead', 'robin', 'mcbryde', 'sit', 'bench', 'recently', 'return', 'action', 'scarlet', 'follow', 'neck', 'injury', 'sidoli', 'back', 'first', 'time', 'since', 'last', 'season', 'six', 'nation', 'blue', 'second', 'row', 'back', 'form', 'niggling', 'groin', 'problem', 'Williams', 'sidoli', 'team-mate', 'cardiff', 'set', 'win', '50th', 'cap', 'replace', 'injured', 'colin', 'charvis', 'make', 'quicker-than-expected', 'recovery', 'neck', 'disc', 'problem', 'initially', 'diagnosis', 'case', 'try', 'get', 'fit', 'italy', 'game', 'next', 'week', 'fortunately', 'recovery', 'lot', 'quicker', 'hope', 'Williams', 'tell', 'bbc', 'sport', 'wale', 'start', 'game', 'since', '1', 'January', 'would', 'prefer', 'couple', 'game', 'lead-up', 'good', 'thing', 'injury', 'keep', 'fitness', 'level', 'feel', 'quite', 'fresh', 'wait', 'play', 'Williams', 'say', 'expect', 'torrid', 'time', 'england', 'loose-forward', 'trio', 'lewis', 'moody', 'joe', 'worsley', 'andy', 'hazell', 'three', 'top-class', 'player', 'especially', 'worsley', 'moody', 'williams', 'add', 'back-up', 'behind', 'richard', 'hill', 'neil', 'back', 'lawrence', 'dallaglio', 'come', 'forward', 'prove', 'good', 'player', 'weakness', 'Luscombe', 'get', 'nod', 'wing', 'ahead', 'dragon', 'team-mate', 'kevin', 'morgan', 'win', 'place', 'bench', 'alongside', 'uncap', 'blue', 'prop', 'john', 'yapp', 'g', 'thoma', 'toulouse', 'capt', ';', 'h', 'luscombe', 'dragon', 'shanklin', 'blue', 'g', 'henson', 'osprey', 'williams', 'osprey', ';', 'jones', 'Clermont', 'auvergne', 'peel', 'scarlet', ';', 'g', 'jenkins', 'blue', 'davies', 'gloucester', 'jones', 'osprey', 'b', 'cockbain', 'osprey', 'r', 'sidoli', 'blue', 'jones', 'scarlet', 'williams', 'blue', 'owen', 'dragon', 'r', 'mcbryde', 'scarlet', 'j', 'yapp', 'blue', 'j', 'thoma', 'osprey', 'r', 'jones', 'osprey', 'g', 'cooper', 'dragon', 'c', 'sweeney', 'dragon', 'k', 'morgan', 'dragon']"
790,"['text', 'message', 'record', 'smash', 'Uk', 'mobile', 'owner', 'continue', 'break', 'record', 'text', 'message', 'late', 'figure', 'show', '26', 'billion', 'text', 'send', 'total', '2004.', 'figure', 'collect', 'mobile', 'data', 'association', 'mda', 'show', '2.4', 'billion', 'fire', 'December', 'alone', 'high', 'monthly', 'total', 'ever', '26', '%', 'December', '2003.', 'record', 'even', 'surpass', 'mda', 'prediction', 'say', 'every', 'day', '78', 'million', 'message', 'send', 'sign', 'slow', 'December', 'bumper', 'text', 'record', 'previous', 'high', 'monthly', 'total', 'October', '@', 'card', '@', '2.3', 'billion', 'send', 'text', 'message', 'set', 'smash', 'record', '2005', 'say', 'mda', 'forecast', 'suggest', 'total', '30', 'billion', 'year', 'even', 'though', 'mobile', 'become', 'increasingly', 'sophisticated', 'much', 'multimedia', 'application', 'texting', 'still', 'one', 'useful', 'function', 'mobile', 'people', 'use', 'sms', 'much', 'book', 'cinema', 'ticket', 'text', 'voting', 'news', 'sport', 'text', 'alert', 'grow', 'popular', 'mobile', 'owner', 'also', 'give', 'chance', 'donate', 'disaster', 'emergency', 'committee', 'Dec', 'Asian', 'tsunami', 'fund', 'texting', 'donate', 'simple', 'short', 'code', 'number', 'look', 'ahead', 'year', 'mda', 'chairman', 'mike', 'short', 'predict', 'people', 'go', 'online', 'mobile', 'estimate', '15', 'billion', 'wap', 'page', 'impression', 'handset', 'gprs', 'capability', 'always', 'net', 'connection', 'rise', '75', '%', '3g', 'mobile', 'ownership', 'grow', 'five', 'million', 'end', '2005.', 'third', 'generation', 'mobile', 'offer', 'high-speed', 'connection', 'mean', 'datum', 'like', 'video', 'receive', 'phone', 'globally', 'mobile', 'phone', 'sale', 'pass', '167', 'million', 'third', 'quarter', '2004', 'accord', 'recent', 'report', 'analyst', 'gartner', '26', '%', 'previous', 'year', 'predict', 'would', 'two', 'billion', 'handset', 'use', 'worldwide', 'end', '2005', '.']"
791,"['Uk', 'head', 'wrong', 'way', 'say', 'howard', 'tony', 'blair', 'chance', 'tackle', 'problem', 'face', 'britain', 'fail', 'Michael', 'howard', 'say', 'britain', 'head', 'wrong', 'direction', 'conservative', 'leader', 'say', 'new', 'year', 'message', 'Mr', 'Blair', 'government', 'bossy', 'interfere', 'government', 'take', 'decision', 'make', 'individual', 'add', 'labour', 'campaign', 'spokesman', 'fraser', 'kemp', 'respond', ':', 'britain', 'work', 'let', 'Tory', 'wreck', 'Mr', 'howard', 'also', 'pay', 'tribute', 'nation', 'character', 'generous', 'response', 'Asian', 'quake', 'disaster', 'catastrophe', 'overshadow', 'hope', 'future', 'usually', 'positive', 'time', 'year', 'Mr', 'howard', 'say', 'watch', 'scene', 'destruction', 'sense', 'disbelief', 'scale', 'speed', 'ferocity', 'happen', 'box', 'day', 'difficult', 'grasp', 'yet', 'britain', 'response', 'shine', 'light', 'nation', 'character', 'last', 'week', 'show', 'warm', 'caring', 'heart', 'britain', 'beat', 'strong', 'ever', 'go', 'reflect', 'value', 'Briton', 'hold', 'dear', 'look', 'ahead', 'come', 'general', 'election', 'pledge', 'turn', 'belief', 'reality', 'set', 'choice', 'say', 'face', 'britain', 'much', 'tax', 'people', 'want', 'pay', 'give', 'taxpayer', 'value', 'money', 'clean', 'hospital', 'good', 'disciplined', 'school', 'want', 'trust', 'get', 'grip', 'disorder', 'street', 'chaos', 'immigration', 'system', 'Mr', 'Blair', 'fail', 'tackle', 'problem', 'claim', 'say', 'wrong', 'solution', 'result', 'big', 'government', 'high', 'tax', 'erode', 'incentive', 'undermine', 'enterprise', 'deny', 'people', 'choice', 'bad', 'government', 'waste', 'people', 'money', 'fail', 'tackle', 'problem', 'family', 'face', 'today', 'Tory', 'say', 'cut', 'crime', 'improve', 'public', 'service', 'without', 'ask', 'people', 'pay', 'tax', 'progress', 'without', 'lose', 'make', 'britain', 'great', 'tolerance', 'respect', 'rule', 'law', 'ability', 'everyone', 'fulfil', 'potential', 'simply', 'need', 'change', 'direction', 'election', 'give', 'britain', 'chance', 'change', 'record', 'Mr', 'Blair', 'defend', 'come', 'month', 'say', 'urge', 'voter', 'hold', 'account', 'labour', 'spokesman', 'Mr', 'kemp', 'say', ':', 'would', 'appropriate', 'message', 'come', '1', 'april', '1', 'January', 'let', 'us', 'never', 'forget', 'Michael', 'Howard', 'government', 'britain', 'suffer', 'mass', 'unemployment', '15', '%', 'interest', 'rate', 'record', 'home', 'repossession', 'introduction', 'poll', 'tax', 'labour', 'britain', 'work', 'rather', 'allude', 'false', 'promise', 'michael', 'howard', 'start', '2005', 'apology', 'British', 'people', 'misery', 'government', 'member', 'inflict', 'upon', 'country']"
792,"['fast', 'move', 'phone', 'virus', 'appear', 'security', 'firm', 'warn', 'several', 'mobile', 'phone', 'virus', 'spread', 'much', 'faster', 'similar', 'bug', 'new', 'strain', 'cabir', 'mobile', 'phone', 'virus', 'use', 'short-range', 'radio', 'technology', 'leap', 'vulnerable', 'phone', 'soon', 'range', 'cabir', 'virus', 'affect', 'high-end', 'handset', 'run', 'symbian', 'series', '60', 'phone', 'operate', 'system', 'despite', 'warning', 'far', 'report', 'phone', 'infect', 'new', 'variant', 'cabir', 'original', 'cabir', 'worm', 'come', 'light', 'mid-june', '2004', 'send', 'anti-virus', 'firm', 'proof-of-concept', 'program', 'mistake', 'way', 'original', 'cabir', 'write', 'mean', 'even', 'escape', 'laboratory', 'bug', 'would', 'able', 'infect', 'one', 'phone', 'time', 'however', 'new', 'cabir', 'strain', 'mistake', 'correct', 'spread', 'via', 'short', 'range', 'bluetooth', 'technology', 'vulnerable', 'phone', 'range', 'bluetooth', 'effective', 'range', 'ten', 'metre', 'risk', 'infect', 'cabir', 'low', 'user', 'must', 'give', 'malicious', 'program', 'permission', 'download', 'handset', 'must', 'manually', 'install', 'user', 'protect', 'alter', 'setting', 'symbian', 'phone', 'conceal', 'handset', 'bluetooth', 'use', 'device', 'Finnish', 'security', 'firm', 'f-secure', 'issue', 'warning', 'new', 'strain', 'cabir', 'say', 'virus', 'damage', 'phone', 'block', 'normal', 'bluetooth', 'activity', 'drain', 'phone', 'battery', 'anti-virus', 'firm', 'sophos', 'say', 'source', 'code', 'cabir', 'post', 'net', 'Brazilian', 'programmer', 'might', 'lead', 'even', 'variant', 'program', 'create', 'far', 'seven', 'version', 'cabir', 'know', 'exist', 'one', 'inside', 'malicious', 'skull', 'program', 'find', 'late', 'November', 'symbian', 'series', '60', 'software', 'licence', 'nokia', 'lg', 'electronics', 'lenovo', 'panasonic', 'samsung', 'sendo', 'siemens']"
793,"['door', 'open', 'big', 'gadget', 'fair', 'thousand', 'technology', 'lover', 'industry', 'expert', 'gather', 'la', 'vegas', 'annual', 'consumer', 'electronics', 'show', 'ces', 'fair', 'showcase', 'late', 'technology', 'gadget', 'hit', 'shop', 'next', 'year', '50', '000', 'new', 'product', 'unveil', 'show', 'unfold', 'Microsoft', 'chief', 'bill', 'gate', 'make', 'pre-show', 'keynote', 'speech', 'Wednesday', 'expect', 'announce', 'detail', 'next', 'generation', 'xbox', 'thrust', 'year', 'show', 'technology', 'put', 'people', 'charge', 'multimedia', 'content', 'store', 'listen', 'watch', 'want', 'device', 'time', 'anywhere', '120', '000', 'people', 'expect', 'attend', 'trade', 'show', 'stretch', '1.5', 'million', 'square', 'foot', 'highlight', 'include', 'late', 'trend', 'digital', 'imaging', 'storage', 'technology', 'thin', 'flat', 'screen', 'high-definition', 'tvs', 'wireless', 'portable', 'technology', 'gaming', 'broadband', 'technology', 'show', 'also', 'include', 'several', 'speech', 'key', 'technology', 'company', 'intel', 'microsoft', 'hewlett', 'packard', 'among', 'story', 'year', 'remain', 'digital', 'completely', 'transform', 'revolutionise', 'product', 'way', 'people', 'interact', 'jeff', 'joseph', 'consumer', 'electronics', 'association', 'cea', 'tell', 'bbc', 'news', 'website', 'personalisation', 'take', 'mp3', 'player', 'create', 'playlist', 'take', 'digital', 'video', 'recorder', 'watch', 'want', 'watch', 'longer', 'whim', 'broadcaster', 'consumer', 'electronics', 'gadget', 'phenomenal', 'year', '2004', 'accord', 'figure', 'release', 'ces', 'organiser', 'cea', 'Tuesday', 'gadget', 'explosion', 'signal', 'strong', 'growth', 'yet', 'us', '2004.', 'shipment', 'consumer', 'electronics', 'rise', 'almost', '11', '%', '2003', '2004.', 'trend', 'predict', 'continue', 'accord', 'cea', 'analyst', 'wholesale', 'shipment', 'consumer', 'technology', 'expect', 'grow', '11', '%', '2005.', 'fastest-growing', 'technology', '2004', 'include', 'blank', 'dvd', 'medium', 'liquid', 'crystal', 'display', 'lcd', 'tvs', 'digital', 'video', 'recorder', 'dvrs', 'portable', 'music', 'player', 'year', 'really', 'begin', 'see', 'come', 'life', 'call', 'place', 'shift', 'pvr', '[', 'personal', 'video', 'recorder', ']', 'live', 'room', 'move', 'content', 'around', 'house', 'exhibitor', 'showcase', 'take', 'content', 'anywhere', 'say', 'Mr', 'joseph', 'say', 'product', 'make', 'wave', 'next', 'year', 'democratisation', 'content', 'device', 'technology', 'give', 'people', 'freedom', 'music', 'video', 'image', 'also', 'focus', 'design', 'technology', 'follow', 'lead', 'apple', 'ipod', 'make', 'ease', 'use', 'good', 'look', 'appeal', 'wide', 'range', 'people', 'key', 'concern', 'cea', 'predict', 'would', 'several', 'key', 'technology', 'trend', 'watch', 'come', 'year', 'gaming', 'would', 'continue', 'thrive', 'especially', 'mobile', 'device', 'would', 'reach', 'diverse', 'gamers', 'woman', 'game', 'console', 'sale', 'decline', 'launch', 'next', 'generation', 'console', 'microsoft', 'xbox', 'playstation', 'could', 'buoy', 'sale', 'although', 'widely', 'predict', 'Mr', 'gate', 'would', 'showcase', 'new', 'xbox', 'medium', 'report', 'cast', 'doubt', 'would', 'talk', 'keynote', 'suggest', 'announcement', 'may', 'take', 'place', 'game', 'developer', 'conference', 'summer', 'instead', '52', '%', 'us', 'home', 'expect', 'home', 'network', 'cea', 'suggest', 'hard', 'drive', 'box', 'media', 'server', 'capable', 'store', 'thousand', 'image', 'video', 'audio', 'file', 'access', 'device', 'around', 'home', 'commonplace', 'portable', 'device', 'combine', 'mobile', 'telephony', 'digital', 'music', 'video', 'player', 'also', 'popular', '2005.', 'popularity', 'drive', 'multimedia', 'content', 'service', 'let', 'people', 'watch', 'listen', 'film', 'tv', 'audio', 'wherever', 'mean', 'storage', 'technology', 'demand', 'external', 'hard', 'drive', 'flash', 'memory', 'like', 'sd', 'card', 'ces', 'run', 'officially', '6', '9', 'January']"
794,"['million', 'buy', 'mp3', 'player', 'us', 'one', '10', 'adult', 'American', 'equivalent', '22', 'million', 'people', 'mp3', 'player', 'accord', 'survey', 'study', 'pew', 'Internet', 'American', 'life', 'project', 'find', 'mp3', 'player', 'gadget', 'choice', 'among', 'affluent', 'young', 'American', 'survey', 'interview', 'teenager', 'likely', 'million', 'under-18s', 'also', 'mp3', 'player', 'American', 'love', 'affair', 'digital', 'music', 'player', 'make', 'possible', 'home', 'get', 'broadband', '22', 'million', 'American', 'mp3', 'player', '59', '%', 'man', 'compare', '41', '%', 'woman', 'high', 'income', 'judge', '$', '75', '000', '¬', '£', '39', '000', 'four', 'time', 'likely', 'player', 'earning', 'less', '$', '30', '000', '¬', '£', '15', '000', 'broadband', 'access', 'play', 'big', 'part', 'ownership', 'almost', 'quarter', 'broadband', 'home', 'player', 'compare', '9', '%', 'dial-up', 'access', 'mp3', 'player', 'still', 'gadget', 'choice', 'young', 'adult', 'almost', 'one', 'five', 'us', 'citizen', 'age', '30', 'one', 'compare', '14', '%', 'age', '30-39', '14', '%', 'aged', '40-48', 'influence', 'child', 'also', 'play', 'part', 'sixteen', 'percent', 'parent', 'live', 'child', '18', 'digital', 'player', 'compare', '9', '%', 'ease', 'use', 'growth', 'music', 'available', 'net', 'main', 'factor', 'upsurge', 'ownership', 'survey', 'find', 'people', 'begin', 'use', 'instrument', 'social', 'activity', 'share', 'song', 'take', 'part', 'podcast', 'survey', 'find', 'ipods', 'mp3', 'player', 'become', 'mainstream', 'technology', 'consumer', 'say', 'lee', 'rainie', 'director', 'pew', 'Internet', 'American', 'life', 'project', 'growth', 'market', 'inevitable', 'new', 'device', 'become', 'available', 'new', 'player', 'enter', 'market', 'new', 'social', 'use', 'ipods', 'mp3', 'player', 'become', 'popular', 'add']"
795,"['desailly', 'back', 'blue', 'revenge', 'trip', 'marcel', 'desailly', 'insist', 'chance', 'history', 'repeat', 'chelsea', 'take', 'barcelona', 'Wednesday', 'French', 'star', 'part', 'chelsea', 'side', 'crush', '5-1', 'nou', 'camp', 'champion', 'league', 'quarter-final', 'second', 'leg', '2000.', 'thing', 'totally', 'different', 'time', 'tell', 'bbc', 'sport', 'everyone', 'know', 'chelsea', 'little', 'bit', 'afraid', 'one', 'major', 'club', 'europe', 'pressure', 'barcelona', 'chelsea', 'play', 'barcelona', 'since', 'quarter-final', 'tie', 'five', 'year', 'ago', 'blue', 'look', 'destine', 'progress', 'win', 'first', 'leg', 'Stamford', 'bridge', '3-1', 'courtesy', 'two', 'goal', 'tore', 'andre', 'flo', 'one', 'gianfranco', 'zola', 'collapse', 'second', 'leg', 'go', 'strike', 'rivaldo', '2', 'luis', 'figo', 'dani', 'patrick', 'kluivert', 'former', 'chelsea', 'captain', 'desailly', 'play', 'al-gharafa', 'Qatar', 'say', 'comparison', 'side', 'current', 'blue', 'team', 'top', 'premiership', 'mentally', 'much', 'strong', 'even', 'though', 'lot', 'player', 'young', '36-year-old', 'say', 'make', 'mistake', 'nou', 'camp', '2000', 'lot', 'individual', 'mistake', 'would', 'happen', 'team', 'new', 'motivation', 'different', 'mentality', 'world', 'cup', 'winner', 'desailly', 'see', 'huge', 'change', 'time', 'Stamford', 'bridge', 'sign', '¬', '£', '4.6m', 'ac', 'milan', '1998', 'ruud', 'gullit', 'go', 'play', 'gianluca', 'vialli', 'claudio', 'ranieri', 'big', 'change', 'occur', 'billionaire', 'roman', 'Abramovich', 'buy', 'club', '2003.', 'desailly', 'say', 'Russian', 'arrival', 'help', 'instil', 'win', 'mentality', 'club', 'well', 'demand', 'success', 'whole', 'chelsea', 'different', 'chairman', 'manager', 'player', 'say', 'everything', 'new', 'huge', 'determination', 'win', 'since', 'game', '2000', 'chelsea', 'gain', 'experience', 'europe', 'close', 'reach', 'champion', 'league', 'final', 'last', 'season', 'desailly', 'one', 'decorate', 'player', 'history', 'football', 'win', '1998', 'world', 'cup', '2000', 'European', 'championship', 'france', 'champion', 'league', '1993', 'marseille', '1994', 'ac', 'milan', 'two', 'serie', 'title', 'fa', 'cup', '2000', 'chelsea', 'wind', 'career', 'qatar', 'alongside', 'like', 'frank', 'lebeouf', 'josep', 'guardiola', 'titi', 'camara', 'gabriel', 'batistuta', 'christophe', 'dugarry', 'full', 'admiration', 'two', 'colleague', 'great', 'milan', 'side', 'mid-90s', 'likely', 'line', 'manchester', 'unite', 'Wednesday', 'Paolo', 'maldini', 'Alessandro', 'costacurta', 'happy', 'manage', 'play', 'long', 'high', 'level', 'say', 'make', 'vow', 'costacurta', 'long', 'play', 'continue', 'play', 'amazing', 'Paolo', 'manage', 'play', 'high', 'level', 'long', 'time']"
796,"['Uk', 'broadband', 'get', 'speed', 'injection', 'broadband', 'rapid', 'rise', 'continue', 'apace', 'speed', 'gear', 'notch', 'eight', 'megabit', 'service', 'launch', 'Internet', 'service', 'provider', 'uk', 'online', '16', 'time', 'faster', 'average', 'broadband', 'package', 'market', 'pave', 'way', 'service', 'video-on-demand', 'broadband', 'tv', 'service', 'possible', 'due', 'new', 'regime', 'allow', 'operator', 'use', 'Bt', 'exchange', 'initially', 'available', 'town', 'represent', 'big', 'leap', 'forward', 'broadband', 'say', 'chris', 'stening', 'Uk', 'online', 'general', 'manager', 'service', 'come', 'hefty', '¬', '£', '39.99', 'monthly', 'price', 'tag', 'mean', 'user', 'download', 'mp3s', 'second', 'offer', 'tv-quality', 'video', 'stream', 'service', 'include', 'wifi', 'standard', 'meaning', 'user', 'connect', 'multiple', 'pcs', 'laptop', 'game', 'console', 'room', 'house', 'everybody', 'able', 'take', 'advantage', 'service', 'restrict', 'metropolitan', 'area', 'service', 'initially', 'available', 'user', 'within', '2km', 'radius', '230', 'telephone', 'exchange', 'area', 'London', 'Birmingham', 'glasgow', 'cambridge', 'represent', '4.4', 'million', 'household', 'service', 'possible', 'due', 'decision', 'loosen', 'Bt', 'strangle-hold', 'telephone', 'exchange', 'process', 'know', 'local', 'loop', 'unbundle', 'put', 'motion', 'defunct', 'telecoms', 'watchdog', 'oftel', 'prove', 'popular', 'recent', 'month', 'due', 'fall', 'cost', 'uk', 'online', 'look', 'possibility', 'bundle', 'service', 'cheap', 'net', 'telephone', 'call', 'video-on-demand', 'tv', '2005', 'service', 'prove', 'popular', 'service', 'twice', 'fast', 'service', 'offer', 'Uk', '16', 'time', 'faster', 'broadband', 'service', 'say', 'Mr', 'stening', 'take', 'big', 'leap', 'broadband', 'excited', 'say', 'country', 'south', 'korea', 'france', 'find', 'advantage', 'speed', 'broadband', 'south', 'korea', 'video-on-demand', 'net', 'cheap', 'rent', 'dvd', 'online', 'gaming', 'huge', 'Mr', 'stening', 'believe', 'service', 'appeal', 'people', 'multi-occupancy', 'building', 'well', 'ease', 'family', 'argument', 'typical', 'family', 'two', 'adult', 'two', 'child', 'currently', 'share', '512', 'kilobit', 'service', 'basically', 'give', '2', 'megabit', 'say']"
